id,username,password
1599,FacultyOfScienceTheOf4030,L7GI1TFcE0
1600,WilmingtonCollegeOfSocialAnd431,2c9dTED6eR
1601,OfCrete1277,ildKsG9uLe
1602,LacHong1614,YpZnU4yr2N
1603,Geumgang2802,putWwX5jxk
1604,LondonSchoolOfInternationalBusiness145,YHyjK8zsUF
1605,Ciffop419,9V5ZDWN4BP
1606,UniversidadDeMonterreyUdemOf3276,tsbNGK0BgY
1607,HighTechHighGraduateSchool2634,lruLc6WQ7I
1608,TheCitadel3903,5RiUA7fs3P
1609,PebbleHills3945,6V4DKhkoxX
1610,Vietnamesegerman703,6b4vilAFp2
1611,UniversitueJeanMonnetFacultueDes2917,euZ0iUD9HK
1612,IuInternationalOfAppliedSciences179,ID56c84sJw
1613,OfDunaufajvueros2918,70rdMKPXey
1614,EpicsVisualEffectsSchool3672,MxXRti8Hpm
1615,GershonHGordonFacultyOf4103,SKq2kLzYQc
1616,CentreForEuropeanStudiesAt4104,aO1J7tK0Z2
1617,Jungwon2339,hbERq75urs
1618,AdnanMenderes2936,bGhjyqz4PN
1619,Autograf887,62Z7mofzrE
1620,FukuokaInstituteOfTechnology3859,7eQ0JMnFzg
1621,UtahStateAviationTechnology1046,oO2PBwXIhJ
1622,TheSustainableDesignSchool1449,BxOHqQf3iS
1623,Innopro1356,jJIu26kP7n
1624,RoyalVeterinaryCollege3822,Sg6DPaQixq
1625,NorthOssetianState3323,VBfYP0h35Q
1626,MalagaFilmSchool995,AJlHN5Lpzh
1627,OfStrathclydeFacultyOfScience1904,0m6JeZSy9I
1628,CedarCrestCollege3739,vHEcKijpBO
1629,KyotoGraduateSchoolOfManagement4353,Wk6cHpVz0R
1630,UniversitueDePauEtDes2687,cuNCZV9yfk
1631,OfMarylandAJamesClark2709,AmXxt9WIKs
1632,OfTorontoFacultyOfInformation997,fIRSW2isYn
1633,AkademiaWychowaniaFizycznegoISportu2410,69Mj8J2hNp
1634,TempleTylerSchoolOfArt686,80BeI1Zadp
1635,Azteca2209,X9imw7lBOc
1636,IcoNidaInternationalCollege136,8adASzNKYv
1637,OfZagrebFacultyOfChemical2876,Tuo7cIPZfF
1638,OfHullOnline334,4j5ZBgKQf7
1639,OfBaltimoreMerrickSchoolOf1688,zfEpQDwMrm
1640,SouthernArkansas4230,DwHBiacSdV
1641,OfTexasAtTylerSoules3968,Ye2NqZyML8
1642,VarnaFreeChernorizetsHrabar4293,YJprKzlPMh
1643,ChicagoStateCollegeOfEducation2336,oNxZkLjavV
1644,OfWisconsinplatteville2778,HV8u4mqG79
1645,TheHongKongPolytechnicDepartment426,Vt4RifMC3y
1646,CenterForStudiesRudolphDiesel2825,2HUYO3l1Xu
1647,DukeNicholasSchoolOfThe3045,MpfEmY91H8
1648,ClearCreekBaptistBibleCollege3521,6UvwWkXVec
1649,BabeubolyaiFacultyOfEconomicsAnd1359,L8P9Gz7TNq
1650,InstitutoSuperiorDeNegociosInternacionales503,IqPoRrF8cy
1651,DimitrieCantemirChristian1225,yO0GIhs9nH
1652,TheOfTexasAtSan556,pQ2nbDUPHR
1653,SiberianOfConsumerCooperatives211,2ixkqg7H6A
1654,MarquetteDiederichCollegeOfCommunication3685,oY2VmWgcxL
1655,SeoulNational1512,RWuftJ851e
1656,SeaverCollegePepperdine936,5jAxHnsoDg
1657,UniversitiPutraMalaysia2212,Q6w5bq32oy
1658,FrankfurtSchoolOfFinanceManagement1608,CnwymqTRjU
1659,AshridgeExecutiveEducation169,n36ALySUwG
1660,RochesterInstituteOfTechnologyRit635,3fjReopzH6
1661,AccademiaCostumeModa1006,yWVnSNpRoU
1662,OfAucklandBusinessSchool1266,rA8Kfoim4Z
1663,CampusStellaeInstitutoEuropeo276,oBh08PCWtv
1664,GiesCollegeOfBusinessAt1296,gdt7e94v3B
1665,AgrocampusOuest1457,89mAUauQRI
1666,GeorgeMasonOnline2263,0tf2GXqr69
1667,OfEasternFinland1326,5XzHVPjLDe
1668,FluminenseFederal2835,2P6ScAfzGE
1669,OfLaquila2804,3HkdIG2nso
1670,AuburnSchoolOfForestryAnd3789,lUryPixnTw
1671,FederalOfSantaCatarina1773,rpVbMiuUEc
1672,InternationalPartnershipOfBusinessSchools3928,g1fLscGy7N
1673,DunareaDeJosOfGalati2734,ydhBDFQ6fW
1674,ScuolaItalianaDesignSid1767,t6Wl1pJhQ9
1675,UniversidadAutonomaDeBajaCalifornia2159,EXkhjuQsgD
1676,NorthernCollegeOfAcupuncture3143,WXPD9QO0cr
1677,OfHoustonDowntownCollegeOf3522,ypv1qjf8W5
1678,TheChineseOfHongKong2183,AQfEn3WiJM
1679,NationalOfLaPlata964,Vkev25BqUy
1680,HauteEcoleDeGestionDe3917,TemQIdbBJA
1681,KogodSchoolOfBusinessAmerican1647,vrEKtUVHSL
1682,PearsonCollege1087,5gArH6kcEt
1683,Coker2272,gjet1CpPOd
1684,OfTaipei2575,a1DkyhtZ4g
1685,HertieSchool70,uA3sdmQ4Gt
1686,BbiLuxembourg4352,9lUt7ex6IT
1687,FreeOfBozenbolzano339,rnyKQ1Biau
1688,OfEssexOnline289,mbyGlMYOuN
1689,LondonSchoolOfDesignAnd1772,QMWeC1Lkdw
1690,UniversiteDeHauteAlsace3089,n2Y8MevRIw
1691,DeactivatedCarnegieMellonMellonCollege3361,r4ROkiZj9w
1692,SouthernMethodistPerkinsSchoolOf3475,bq61ysaciQ
1693,SoutheastMissouriStateHarrisonCollege3872,Fan4TtwPpl
1694,ThomasJeffersonSchoolOfLaw2036,ehaUivLob4
1695,OfColoradoBoulderCollegeOf2964,YDE3L4yAFq
1696,MdialgiersBusinessSchool3944,nEIOFXAR5s
1697,PciCollege3291,1zeR2pZoaD
1698,UnaqUniversidadAeronauticaDeQueretaro1049,352ybdGegu
1699,EvangelischeTheologischeFaculteitLeuven3417,EsWm1Fd9qS
1700,Synergy1644,OR8dgDMiP3
1701,OfAlcalue1410,gKr4PD7Vuw
1702,MantissaCollege1535,GyOZdqerJc
1703,OfAntofagastaUniversidadDeAntofagasta2708,IKhNw4pGr6
1704,TecnolufgicoDeMonterreyItesm1312,IuzpRFTNgL
1705,OfAsiaAndThePacific1116,EVo96y13pt
1706,AasCollege991,3zQp1EYvoR
1707,TexasAmBushSchoolOf425,SkftDsjpwl
1708,TheOfNorthCarolinaAt427,dbSrnB3JWl
1709,OfMiamiSchoolOfArchitecture575,JowaI03Hzm
1710,UcamUniversidadCatuflicaSanAntonio508,xBUC0pQZia
1711,OfEconomicsAndInnovationIn1934,HegGXnY5vR
1712,MidwesternState3599,sESM6WlAKz
1713,UmeueFacultyOfScienceAnd741,jJGC7oI1wi
1714,HolyFamilySchoolOfBusiness2039,lGJp6qR3PZ
1715,NorwichOnline106,WvdwYnmDbi
1716,Calvary2367,OcgSEm72wQ
1717,KemerovoState2101,pPlWMiRCzk
1718,OfDefence4338,KNp3vsSLoU
1719,MadridOpen2185,gJFDvZ7MWN
1720,OsteleaEscuelaDeTurismo3077,cCkWANdH5P
1721,OfLouisianaAtLafayetteCollege3699,Itu24CgPk7
1722,AmericanFilmInstituteConservatoryAfi3669,Ph04Mi21wc
1723,AcademiaDeStudiiEconomiceDin2128,knAPpLc2xv
1724,CampbellSchoolOfBusiness1659,cNHt2AdzEa
1725,FloridaInstituteOfTechnology2755,3hABXaTydG
1726,IgriaeRennes20,idYn1hIq3B
1727,FloridaInternationalRobertStempelCollege3911,HMYbW3nFqo
1728,Hmkw1741,YUXFQ8DpVJ
1729,SciencesPo1248,Wy5ZTUzltv
1730,GrandValleyStateCollegeOf2414,YQrLaz6Jwv
1731,SchoolOfLogisticsEscuelaDe516,Nju05dm6CA
1732,BucknellCollegeOfEngineering2921,c4vtHXVYMS
1733,EsmodMoscow1826,O1pSDcPjr2
1734,CaliforniaStateSonoma3618,k2EegtNcrO
1735,PontificalCatholicOfCampinas613,M24PhxbRXW
1736,CazenoviaCollege3241,DHOSCf2K4Q
1737,StCloudStateHerbergerBusiness3268,SWYIVn0uNc
1738,WycliffeCollege3391,79k5CoOGyt
1739,DelawareStateCollegeOfHumanities448,N4GIaW2gM0
1740,LvivPolytechnicNational4128,t9rbIjYM2P
1741,WinonaState2042,l1n0iPK4Rh
1742,NovaSoutheasternHWayneHuizenga384,v6iJZLfWS7
1743,OfCambridgeWolfsonCollege2796,JwLus0F48H
1744,EuropeanCollegeOfBusinessAnd3076,UN81eMkKuL
1745,GcuGlasgowSchoolForBusiness29,3jnMsBfLQZ
1746,PresidioGraduateSchool500,Ib7eNLgAMy
1747,OregonStateCollegeOfScience1891,vyIEiWadV0
1748,LaGranColombiaUniversidadLa2103,26INLBEvQj
1749,InstitutoFranklinUniversidadDeAlcalue2442,btlPD2rRFf
1750,Samford3269,qpi64NwkAK
1751,CanadianMennonite3466,x8qPLHfdAz
1752,Uninform3043,Gv3XpbTuA6
1753,BostonCollegeOfCommunication3609,RAFwmGizVN
1754,OregonCollegeOfOrientalMedicine3254,f1kp49HycP
1755,InnovativeKnowledgeInstituteParisGraduate4220,vUY0g5pFrN
1756,StAmbrose4330,ASewMvPmy6
1757,AcademyOfArt697,uoWHEItjgn
1758,UfcspaFederalOfHealthSciences3185,ZBgMdTazDQ
1759,LosAngelesCollegeOfMusic4052,NGPKw1y4fg
1760,KetteringSchoolOfManagement526,TpDoPBu5zs
1761,CentreForAppliedInnovationIn4239,lUfTVDIPC7
1762,VictorianInstituteOfTechnology4218,vrFLiTxKeB
1763,AtAlbany2819,Ojg34R0vr2
1764,Emotion1737,YKJ4qrFfxL
1765,TheFlorenceInstituteOfDesign1778,qGPVYU702K
1766,GuayaquilBusinessTechnologicalUtegUniversidad1195,ckhCY5ASuH
1767,MatejBel1229,8S12OgfwK0
1768,ThamesEducationGroupLimited3907,vCH9tGN7P5
1769,ChristianBrothersSchoolOfBusiness1986,KHGMoNYLeI
1770,TheInstituteOfCancerResearch3180,y7XDBE4bgI
1771,TheAmericanCollegeOfTraditional3190,QIGUlAunN0
1772,UniversidadNacionalDeLaPampa3795,R6pVjo2Lyc
1773,Wenzhou4039,StmUeyFgbz
1774,SouthernTaiwanOfScienceAnd1829,HVh5k2cSNg
1775,MercyCollege2143,tfGRFMeS9m
1776,EastCarolina1715,MCPLNaTm2K
1777,TheOfManchesterWorldwideChina2162,ZfnjLr3V86
1778,MasterInDigitalTransformationLeadership3682,l6yJPeMBQi
1779,UptodateFashionAcademy1735,xMRfBlKe6j
1780,TexasAmCollegeOfScience2768,M3KkazNPIb
1781,AcademiaAmericanaMultidisciplinaria3897,GRAcuWDxeg
1782,TulaStateLevTolstoy485,b5ilHr6WfV
1783,UniformedServicesOfTheHealth3797,htR6UBdWMJ
1784,OfSanDiego3200,ihjqgTAUmY
1785,AshfordOnline3898,Sjns96GdOE
1786,OfBoltonOnlineStudies1853,pWmtKxMcbu
1787,WestPomeranianOfTechnology793,cMngPGFDNs
1788,KielceOfTechnology1720,UjZuWVtqde
1789,UccoleIntuitlab1789,PyaWxUiVMQ
1790,SouthernFederal706,tohx4CT0ag
1791,MadinUsal580,J0CZKWfQyE
1792,Tulane650,HgOotPJGKb
1793,JamesMadison76,hfOd9rDIcb
1794,OfSiena1906,q4W5g3Q1cC
1795,OfRomeTorVergataFaculty3750,JovGN3S4nk
1796,OfHumanisticStudies3278,DPB9uAcNFR
1797,OfKentucky4322,JVRNK75ubn
1798,BunkyoGakuin3372,vmOqA9Fl7D
1799,IndianaOfPennsylvania3845,IN056UyLpo
1800,OfArkansasJWilliamFulbright2786,WrnyipePRw
1801,CollegeOfHospitalityManagementAnd3078,w5SZJkBEVQ
1802,UniversitueDegliStudiDiUdine1252,CUkdi0eq7N
1803,KonradLorenzUniversidad1572,SUnLzYoudI
1804,FoundationForHigherEducationSan478,UnapgyETWL
1805,MartinLutherCollegeOnlinePrograms2499,PKeZ9HikXr
1806,ConstantineThePhilosopherInNitra2532,wdBE6oRmNe
1807,LomonosovMoscowStateBakuBranch3460,PYpRLwAtaz
1808,ApsleyBusinessSchool219,VSGJe4wqox
1809,MilanoFashionInstitute824,eUyvFGcpNW
1810,OfRhodeIslandOnline1656,7ui8qvOzRV
1811,FerrariFashionSchool1030,iEtIkaMZG2
1812,Bethesda3536,T5ikrydXSF
1813,CyprusOfTechnology1797,5khU4fxM1D
1814,SofiaStKlimentOhridski3825,WjDs4b72i8
1815,MoscowArchitecturalInstitute740,K6at0nkgYr
1816,Linnaeus120,UfLksuchBZ
1817,SantaCruzDoSulUniversidade797,D4JHdGhQLE
1818,UclSchoolOfManagement1373,iy2KLtojY7
1819,ZurichOfTheArts844,ekOT7bq8AB
1820,MetfilmSchoolBerlin3616,elTZK69FbP
1821,ErasmusRotterdamErasmusSchoolOf18,ObjM2nRKrF
1822,EsiBusinessSchool1415,UxwIpBuAit
1823,OfMichiganflint4325,cneDLr01iF
1824,TheGeorgeWashingtonSchoolOf2733,wl8sxAJbiW
1825,UcboAkademi2292,4vF3B6wIuq
1826,UnadeAmericanOfEuropeUniversidad331,6Jb0rpFK3I
1827,CollegeOfGastronomyColegioSuperior3090,ctKODlN3Xn
1828,Drew2027,kWKY4iIpDo
1829,Earth1272,OCP61oGheq
1830,OfArkansasOnline3787,o2PUDHAIKu
1831,OfTheHighlandsAndIslands201,29xQ3BvKtG
1832,MountVernonNazarene2366,uk7fWMsZFt
1833,AichiPrefectural3237,fdZgL6c43O
1834,NationalTaiwanOfScienceAnd3949,Zb645jmDYE
1835,TheOfSouthernMississippiCollege3760,9nJGCtP7YZ
1836,WebsterItaly1284,7g1sljfSNT
1837,KingsInternationalOfScienceAnd1347,vCVZsGDAxj
1838,AlfredNobelOpenBusinessSchool1581,CeMfEpdHsz
1839,PragueBusinessCollege3939,uzcBvyQhP6
1840,OfLausanneFacultyOfArts960,5AsDoq7pBT
1841,GeorgiaStateJMackRobinson2092,6NRAvDt9Id
1842,Lehigh2190,Vc94iIDbgO
1843,Immaculata3384,VP2Jtcq9TU
1844,OfColoradoDenverSchoolOf281,GRp3N6bIj5
1845,EcoleSupuerieureOuverteUeDistance25,hIx84Lnt3y
1846,NorthlandCollege2770,ELm9dXFkxw
1847,TheSkolkovoInstituteOfScience2608,8YFzXbLqJR
1848,TexasChristianBobSchiefferCollege1484,plBgqoK3Wj
1849,LosLibertadoresFoundationFundaciufnUniversitaria3605,FQtjvUKb9M
1850,MendelInBrno1670,ZL453Rj8cB
1851,OfGeorgiaCollegeOfEngineering2811,GE0MI7WiXb
1852,BaylorDianaRGarlandSchool4165,9hEXgxryl5
1853,GubkinRussianStateOfOil1706,Vc8GTIbvCS
1854,WebsterLeidenCampusWebsterUsa3284,bz513cao6L
1855,Atatufcrk938,yJU05ZvRgb
1856,NewMexicoHighlands1798,9XDWyMQoIg
1857,SriLankaInstituteOfInformation3974,PsO7qewQJa
1858,OfAlaskaAnchorage4138,e30E7zRaGr
1859,Shifta946,tgpNDMf2V4
1860,RutgersBiomedicalAndHealthSciences3149,kSU8nrqFLZ
1861,RoyalCollegeOfMusicIn4062,crPCywRNka
1862,HokuseiGakuen2129,YkmjZlqJ64
1863,Konkuk747,mtUhTJPsG5
1864,UeeniGlobalNetworkAhimsaEeni1216,F9fPjDaNys
1865,BerryCollege2440,lFjvzkIN8C
1866,MoscowStateInstituteOfInternational183,91N0pAIzWx
1867,MiyagiOfEducation2273,2q7SpbuEjT
1868,YellowstoneTheologicalInstitute3427,L8p4cC9YaE
1869,DepaulDepartmentOfInternationalStudies3541,IeFjYlmrhx
1870,OfIllinoisSpringfield2994,UAcdgMx3JT
1871,PlumptonCollege3079,TzMBlHd9R5
1872,OfPittsburghSchoolOfSocial4109,WtvuO9SkQY
1873,DavenportCollegeOfTechnology4212,gEiKToRVsj
1874,BimmTheBritishAndIrish4061,jMyc6nEzUS
1875,MiaDigital2583,KXx7tm2VCr
1876,MindDevelopmentAcademy84,DKmpOPbLrX
1877,TallinnOfTechnology1435,vT5rnIG6V4
1878,SierraNevadaCollege31,I4XqVcEdwM
1879,UniversidadAnaGMuendezRecinto2476,Ulet8aEb3r
1880,StarStudiumArchitecturaeFlorenceDesign699,HOsDGIvKUi
1881,ColumbusCollegeOfArtAnd904,7klpSunTiW
1882,Lacerba3978,FrQwyKiaWX
1883,MandersonGraduateSchoolOfBusiness1,BVHPNvpyU2
1884,EitRawmaterialsAcademySinrem4195,6B2Fg1b0t4
1885,FrankfurtSchoolOfFinanceManagement1859,r8zTdW1pNb
1886,TheMicoCollege2306,ocyivVOuf9
1887,Reinhardt38,hBDEe3CA5O
1888,SingaporeBusinessSchool284,ckhy4nPmIV
1889,UniversidadNacionalDeSanMartin3009,FjiuDbVYLv
1890,Stetson1858,BSCk9xdzRn
1891,StJohnsOnline3470,HGeuS6YzF5
1892,HolyFamilySchoolOfArts3294,o6WAnCOerK
1893,MetropolitanCollegeOfNewYork295,LxwXgvV7rU
1894,BunkyoUniversit2373,32duSHA9Db
1895,SchoolOfSustainability546,ZpbgEMXG15
1896,AccessMasters1113,qpBW2QPv6Z
1897,OfMemphis2717,dy7vJTL0qI
1898,RussianStateSocial890,NPeOyu47qk
1899,AccademiaDelLusso1785,VTGJolWKDf
1900,OfBielskobiala1304,gZ5Lhjbk92
1901,UniversitueParisParisOfParis1902,U1cpVoaz5s
1902,LuleueOfTechnology2872,ygbfOPVtv8
1903,MoscowStateOfTechnologiesAnd1130,bcnOUJBt6S
1904,IstanbulMedipol1136,TwS2QkjsUK
1905,ArizonaStateWalterCronkiteSchool3656,XjOK2hbDem
1906,DelawareStateCollegeOfHealth4146,UOo7YJt5hX
1907,Silliman3002,2RBc9uChqp
1908,Mahachulalongkornrajavidyalaya3549,d9PwYzA86n
1909,RoyalRoads2270,Gc9ZaMBsug
1910,OfOulu722,SRfDE29tlK
1911,UniversidadDaVinciDeGuatemala1623,9dZNJjrDTG
1912,WelchCollege3478,JsYAjXpdUS
1913,LensFotografueda914,X6ZOeYUjhI
1914,OfWisconsinmilwaukeeGraduateSchool2529,CQmeuYUq83
1915,TowsonCollegeOfBusinessEconomics1147,RHutUXb0Yp
1916,DukeSchoolOfMedicine3823,6v8NkLU9YT
1917,SavannahState4017,vQJMPepRXD
1918,CeuUniversitiesCeuEducationalGroup3648,GpbfKRt5m3
1919,UtahStateCollegeOfHumanities3596,FbaK7YpO82
1920,InternationalOfLanguagesAndMedia848,RNMLAIUk74
1921,Sangji2291,uUl1Bc2jm9
1922,TheOfNorthCarolinaAt2050,ZigJlCBKbM
1923,TheOfSouthernMississippiOnline2317,DhMqGwW6gj
1924,OfNevadaLasVegasCollege4099,o3ehYbtMdp
1925,TheOfEdinburghCollegeOf3018,wIALMdalN3
1926,PerimeterInstitute4009,Ab0QgtNMlU
1927,OkinawaPrefecturalOfArts892,LQbvgERB9y
1928,ManipalAcademyOfHigherEducation2951,14KcMOhVgf
1929,PaneuropeanApeironPanevropskiUniverzitetApeiron30,Miql7ESbKL
1930,CharlesSturt2154,2Y7hXViC5r
1931,NovosibirskStateNsu4025,HPx9WiuK51
1932,OfSouthCarolinaSchoolOf4066,cmLQrI1Ajt
1933,Trent1576,pkdyfRIOE0
1934,CarlosAlbizu3120,HCKxRS5Aje
1935,OusRoyalAcademyOfEconomics1407,MPENrYRm8g
1936,GenevaSchoolOfEconomicsAnd1159,OIcfS5A9wx
1937,OfWisconsinParksideCollegeOf3831,94CzPJinjL
1938,CharlesFacultyOfArts3552,zHUEKP9yZQ
1939,PolitecnicoDiTorinoInteruniversityDepartment671,qQUHgpnjOW
1940,FaithInternationalAndSeminary2324,Jiat6cRW4C
1941,NottinghamTrent1400,hVdS81tFKU
1942,RutgersBusinessSchoolAsiaPacific3936,jTFy7svCM8
1943,Oikos3535,qKXHcaJGue
1944,BarcelonaSchoolOfArchitectureEtsab648,3QMcdUPaOh
1945,TexilaAmerican3312,MieE681j3X
1946,IaePaubayonne1603,GDUEzh7ABq
1947,AgriculturalOfIceland711,LpV3iRYrzZ
1948,BrestBusinessSchool1661,iFe8jOshPn
1949,BayesBusinessSchoolFormelyCass1666,ib7jSqRCEM
1950,PietZwartInstitute968,fjtv5br0oH
1951,Sciarc619,CDJajzSpEQ
1952,Onomichi1920,zjrT4HLPB8
1953,GeorgiaSouthwesternStateCollegeOf4276,BOSL0ZoaEP
1954,ColoradoStatePuebloOnline4177,XgT4QVbmUH
1955,DeLaSalleAraneta3818,6tcrxy4anE
1956,EuropeanMasterInRenewableEnergy2666,RHQACjLTpq
1957,IufdurUnuversuty2869,BiAnX124F0
1958,Heilbronn1394,wLVNsuXbCt
1959,CaliforniaOfPennsylvania4093,FZrGD8UhXE
1960,OsteleaDistancia1331,INrD4wVLia
1961,CampbellCollegeOfPharmacyAnd3240,UtdVFOfySZ
1962,AthenaMusicWellnessTherapy3283,DxpsPEo1ZJ
1963,SoutheastMissouriStateCollegeOf4206,nSNsBOvHWR
1964,OfPhysicalEducationInWarsaw4359,1aJpZmMB0c
1965,OfTechnology3271,QAyT6XOtgq
1966,CentroUniversituerioUna368,WB0r9VuN7t
1967,RegentusLondon1468,JzWBRF418N
1968,Mariana3184,dr3SWIoFis
1969,Leiden223,O0d4EpeC5c
1970,ColumbiaSchoolOfTheArts998,HbFsntDey2
1971,CentralTaiwanOfScienceAnd3226,UXVM1073FS
1972,NationalSchoolOfSportsEscuela3148,ixmZolhnIJ
1973,OfLouisvilleCollegeOfBusiness1421,avZ5jBw2RV
1974,UniversidadDeMontemorelos4329,2WTLiXaKwn
1975,UniversitateaAthenaeumDinBucureufti1918,sUeHhm56TR
1976,MilitaryOfTechnology4152,GxsY08jX7t
1977,MenteArgentina3428,GS5LPYo3Df
1978,LeedsCollegeOfMusic943,m0yYv9eD5n
1979,UniversidadAnaGMuendezU198,ujylsGfJN1
1980,Ubueuuduub777,hZyjs86mxl
1981,OfEdinburghOfEdinburghSchool3104,hiDqxJ4o72
1982,CarrickInstitute4023,eXvzdrm54F
1983,AutonomousOfTheStateOf3152,sTgMSOIZyW
1984,MarquetteCollegeOfEducation480,WTp5YBEzuQ
1985,HecParisInQatar1662,YkW3hg60IO
1986,CentralCollegesOfThePhilippines414,OBALzG9ZjU
1987,NorthwesternMasterOfProductDesign1807,TJ4YiGuMaR
1988,MedicalUniversitysofia3335,kFDI2vPGoH
1989,UniversitiUtaraMalaysia1378,bfxjCQuBgE
1990,OfOslo3390,r0eVULQg6h
1991,HungarianOfFineArts801,216z9VSifv
1992,OfBrescia2849,ZnNqmiht7X
1993,Chulalongkorn2798,psJFiMVG1t
1994,CamposDeAndradeCentreCentro3161,rniUchC4pX
1995,UniversiteBordeauxMontaigne3261,5ymHl4VeEX
1996,Coleman4255,vOTsmfX2Cp
1997,ImfSmartEducationEcuador382,bQfKcoBsFS
1998,AoyamaGakuinAgu1970,rL92lbCcFU
1999,WestCoastOfAppliedSciences2643,knO8c3ltf9
2000,CollegeOfFineAppliedArts746,boFc3mfiI7
2001,EsslingenOfAppliedSciences2813,gqXiduWy9o
2002,FreseniusOfAppliedSciences1154,tQpd3m7wga
2003,FinisTerrae12,r0HWfPxwDb
2004,RavensbourneLondon592,N2Qa3usD0e
2005,MississippiCollegeSchoolOfScience4034,7bIq54StBo
2006,OfMaineAtAugusta4225,BWZYucAno3
2007,SheffieldManagementSchool304,rpqfEFHdSR
2008,OfCharlestonSchoolOfBusiness4319,JM8YRpazsX
2009,Ipam3979,UOja4g26FX
2010,OfSanFranciscoCollegeOf778,TFxeGliz84
2011,UniversitueDuQuuebecEnOutaouais3815,3DMNjIbZ0V
2012,DataSciencetechInstitute4288,PbkrZEwMny
2013,UniversidadAnaGMuendezU606,OCdF7ojL0z
2014,OklahomaChristian2871,9EQFUA26C3
2015,OfWisconsinmadison910,RN4AUDEbm3
2016,ColoradoChristian3473,0KTLySlBk5
2017,MichiganStateCollegeOfSocial3744,G2KceBqFpm
2018,AmericanCollegeOfAcupunctureOriental3913,qofdJOSKyj
2019,MarkfieldInstituteOfHigherEducation1877,8jbhMcgQ3d
2020,Western3243,BNFMIzaZkp
2021,Kozminski1914,36j5Bcbeid
2022,PortoPolytechnicInstitute47,oEBkO5enzP
2023,OfMilanDepartmentOfEnvironmental2052,4EqLJmDUB7
2024,RutgersSchoolOfEngineering2678,COGbi9eoKA
2025,NationalCollegeOfIreland451,CPv8D39a5Y
2026,BirminghamBusinessSchoolOfBirmingham292,G3zdy8Qluo
2027,NationalOfTheWestUniversidad576,chR02WoqJr
2028,OufatiInternationalInstituteForThe3716,y92NkHprzC
2029,MoldovaOfEuropeanStudies2045,8WtC04lMU9
2030,AntonioDeArevaloTechnologicalFoundation2177,DZMTLWKSo2
2031,SchillerInternationalFloridaHeidelbergMadrid3921,WTGQAPRaFB
2032,FloridaStateCollegeOfEducation1938,j9KUIfhugX
2033,TheOfMaryHardinbaylor4243,CM9nyzktaP
2034,Lesley3600,mtCFRaNYi9
2035,NhaTrang3781,U9Aj2Mk0CS
2036,ImperialCollegeLondon2148,uhyFBW1aLE
2037,UnibaCentroUniversitarioInternacionalDe2615,OtDM6SovX8
2038,TheFootwearistsFootwearInnovationTraining3072,nqUKWxaBY8
2039,Rice1908,iwPXyAYv4f
2040,Lund33,CeYFZuNQPR
2041,KansasState2235,PipqRUtyC0
2042,OfLeicesterSchoolOfBusiness1561,XhYxGHlrq2
2043,ShowaPharmaceutical3270,C6YP73Iqw2
2044,OfMarylandBaltimore1618,dB7t3kpfNn
2045,LakshveerOverseasSolution2948,BokcvIH9gK
2046,TheOfHongKongFaculty629,gaZpBNH4ew
2047,KimmageDevelopmentStudiesCentre4085,Dh2wOikmqH
2048,TempleSchoolOfTheaterFilm1005,Zct3a5lkps
2049,YorkCollegeOnline2626,keICt2oMXD
2050,LuuccoleDeDesignNantesAtlantique1755,aJEkrHfNW5
2051,AztecCentre259,RyGBZbpCt9
2052,OfBayreuth1805,n0jc4AqKgZ
2053,Tiffin976,uZvpAPrkFx
2054,AustralianInstituteOfMusic912,NlBMD52kas
2055,SaintPetersburg1471,7lTRZwCVSj
2056,KaplanSingapore196,C04LjE85HR
2057,UniversidadNebrija1470,iE5HmSItPA
2058,OfEdinburghEdinburghFuturesInstitute1828,AlLEbg15VW
2059,TransbaikalState2411,xt8AjynprB
2060,OfZurichDepartmentOfHistory3565,53eaE9tW0s
2061,EasternOnline4079,oD0FermdW3
2062,OfBaltimore1795,lM6Sw9uIxa
2063,EmersonCollege829,zMFZucg0Ix
2064,OtisCollegeOfArtAnd1016,XtyQwM3BqS
2065,CentreGrimsby1672,qJ7g3RbTHA
2066,ReformedCorporationCorporaciufnUniversitariaReformada1982,TjRZhYQEK9
2067,IndustrialOfSantander2870,Gy6Q1lEFHe
2068,NationalOfMarDelPlata4071,A7M34WTwog
2069,ArabianGulf3031,ZhLnmvBCPY
2070,ScuolaPolitecnicaDiDesignSpd813,SY6N1KwqUA
2071,PrivateOfEducation2254,gCnq91TSV7
2072,WittenherdeckeUwh3503,L6fupsocm8
2073,SustainabilityManagementSchool3888,zbRN0FkAqT
2074,MelbournePolytechnic2191,Eiq5Khgy9H
2075,TokyoOfTheArts919,tCOuwn1Ml9
2076,PurdueCollegeOfScience3846,XpfoJtEb7W
2077,HarrisburgPanamaCampus3870,5sZUdGfT9V
2078,KentStateCollegeOfEducation4346,7DFfxEVW0M
2079,OfStrasbourg3592,4i7Ya5oSBz
2080,BostonMetropolitanCollegeOnline2084,ea7vPO4mfL
2081,Castleton2555,HVOKgTS5bc
2082,EngineeringComputerScienceSyracuse2863,zh95VJNLv0
2083,SimmonsCollegeSimmonsSchoolOf3963,IMPSnvoXrd
2084,BritishSchoolOfFashion1553,WSgJeKsj0P
2085,OfTalca1924,dFJn3tfXHk
2086,UniversidadDeTarapacueOfTarapacue2512,FtWSE18m59
